timestamp,source_ip,dest_ip,dest_port,protocol,method,path,status_code,user_agent,bytes,user_id
2026-04-03T02:00:23+09:00,172.16.2.113,10.0.1.10,443,HTTPS,GET,/api/deployments/staging,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",910,dev_015
2026-04-03T02:00:27+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/health,200,kube-probe/1.28,121,-
2026-04-03T02:00:33+09:00,143.179.116.5,10.0.1.10,443,HTTPS,GET,/static/fonts/inter.woff2,200,facebookexternalhit/1.1,64897,-
2026-04-03T02:00:36+09:00,78.98.154.106,10.0.1.10,443,HTTPS,GET,/static/css/theme.css,200,facebookexternalhit/1.1,91039,-
2026-04-03T02:00:38+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/ping,200,kube-probe/1.28,75,-
2026-04-03T02:00:39+09:00,10.0.20.50,10.0.1.10,443,HTTPS,GET,/api/projects/1/tasks,201,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",5495,emp_0041
2026-04-03T02:00:55+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/health,200,kube-probe/1.28,71,-
2026-04-03T02:00:57+09:00,10.0.49.26,10.0.1.10,443,HTTPS,GET,/api/messages/sent,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",4551,emp_0094
2026-04-03T02:00:59+09:00,10.0.14.152,10.0.1.10,443,HTTPS,GET,/api/projects/3/tasks,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",7686,emp_0179
2026-04-03T02:01:09+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/ping,200,kube-probe/1.28,63,-
2026-04-03T02:01:09+09:00,121.200.137.103,10.0.1.10,443,HTTPS,GET,/static/css/theme.css,304,"Googlebot/2.1 (+http://www.google.com/bot.html)",136767,-
2026-04-03T02:01:10+09:00,10.0.15.150,10.0.1.10,443,HTTPS,DELETE,/api/auth/session,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",2116,emp_0193
2026-04-03T02:01:10+09:00,54.163.146.2,10.0.1.10,80,HTTP,GET,/static/js/main.bundle.js,200,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",61758,-
2026-04-03T02:01:20+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/health,200,kube-probe/1.28,75,-
2026-04-03T02:01:25+09:00,172.16.2.113,10.0.1.10,443,HTTPS,GET,/api/ci/pipelines,200,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",9897,dev_015
2026-04-03T02:01:32+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/ping,200,kube-probe/1.28,59,-
2026-04-03T02:01:34+09:00,10.0.13.21,10.0.1.10,443,HTTPS,GET,/api/projects/3/tasks,200,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",16538,emp_0149
2026-04-03T02:01:35+09:00,10.0.48.57,10.0.1.10,443,HTTPS,PUT,/api/reports/dashboard,304,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",5421,emp_0129
2026-04-03T02:01:36+09:00,10.0.42.151,10.0.1.10,443,HTTPS,GET,/api/profile/settings,304,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",22257,emp_0129
2026-04-03T02:01:46+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/health,200,kube-probe/1.28,59,-
2026-04-03T02:01:47+09:00,192.135.68.65,10.0.1.10,443,HTTPS,GET,/static/js/vendor.bundle.js,200,"Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)",67672,-
2026-04-03T02:01:52+09:00,10.0.49.74,10.0.1.10,443,HTTPS,GET,/api/dashboard/stats,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",6817,emp_0010
2026-04-03T02:01:52+09:00,141.91.142.192,10.0.1.10,80,HTTP,GET,/favicon.ico,304,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",49378,-
2026-04-03T02:01:55+09:00,161.69.209.78,10.0.1.10,80,HTTP,GET,/favicon.ico,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",96260,-
2026-04-03T02:02:00+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/ping,200,kube-probe/1.28,98,-
2026-04-03T02:02:04+09:00,10.0.18.142,10.0.1.10,443,HTTPS,DELETE,/api/projects/1/members,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",15098,emp_0059
2026-04-03T02:02:06+09:00,172.16.7.76,10.0.1.10,443,HTTPS,GET,/api/git/repos/backend/pull-requests,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",5360,dev_013
2026-04-03T02:02:13+09:00,10.0.22.32,10.0.1.10,443,HTTPS,DELETE,/api/projects/2,200,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",970,emp_0154
2026-04-03T02:02:13+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/health,200,kube-probe/1.28,92,-
2026-04-03T02:02:13+09:00,204.7.10.86,10.0.1.10,443,HTTPS,GET,/static/images/icons/sprite.svg,304,facebookexternalhit/1.1,162983,-
2026-04-03T02:02:15+09:00,10.0.5.138,10.0.1.10,443,HTTPS,PUT,/api/projects/list,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0",19387,emp_0087
2026-04-03T02:02:26+09:00,208.125.103.163,10.0.1.10,443,HTTPS,GET,/robots.txt,304,"Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)",221884,-
2026-04-03T02:02:28+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/ping,200,kube-probe/1.28,101,-
2026-04-03T02:02:41+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/health,200,kube-probe/1.28,136,-
2026-04-03T02:02:55+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/ping,200,kube-probe/1.28,57,-
2026-04-03T02:03:09+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/health,200,kube-probe/1.28,65,-
2026-04-03T02:03:11+09:00,172.16.1.146,10.0.1.10,443,HTTPS,PUT,/api/git/repos/backend/pull-requests,200,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",10842,dev_008
2026-04-03T02:03:18+09:00,10.0.12.50,10.0.1.10,443,HTTPS,GET,/api/projects/1/members,201,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",6620,emp_0026
2026-04-03T02:03:21+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/ping,200,kube-probe/1.28,74,-
2026-04-03T02:03:25+09:00,10.0.9.132,10.0.1.10,443,HTTPS,PUT,/api/search?q=project+status,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",15529,emp_0119
2026-04-03T02:03:26+09:00,172.16.8.71,10.0.1.10,443,HTTPS,POST,/api/git/repos/mobile/commits,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1135,dev_019
2026-04-03T02:03:36+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/health,200,kube-probe/1.28,142,-
2026-04-03T02:03:44+09:00,10.0.31.235,10.0.1.10,443,HTTPS,POST,/api/teams/my,200,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",7264,emp_0064
2026-04-03T02:03:44+09:00,10.0.18.142,10.0.1.10,443,HTTPS,GET,/api/search?q=quarterly+report,200,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",8012,emp_0059
2026-04-03T02:03:47+09:00,10.0.7.202,10.0.1.10,443,HTTPS,GET,/api/reports/weekly,201,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",8223,emp_0059
2026-04-03T02:03:48+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/ping,200,kube-probe/1.28,149,-
2026-04-03T02:03:49+09:00,10.0.35.51,10.0.1.10,443,HTTPS,GET,/api/files/recent,304,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",5680,emp_0036
2026-04-03T02:03:51+09:00,10.0.42.36,10.0.1.10,443,HTTPS,POST,/api/calendar/events,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",4900,emp_0044
2026-04-03T02:03:55+09:00,10.0.12.196,10.0.1.10,443,HTTPS,PUT,/api/auth/refresh,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0",5597,emp_0052
2026-04-03T02:04:04+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/health,200,kube-probe/1.28,117,-
2026-04-03T02:04:06+09:00,10.0.22.32,10.0.1.10,443,HTTPS,POST,/api/projects/list,304,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",15422,emp_0169
2026-04-03T02:04:15+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/ping,200,kube-probe/1.28,112,-
2026-04-03T02:04:20+09:00,10.0.3.182,10.0.1.10,443,HTTPS,GET,/api/notifications/read,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",17521,emp_0047
2026-04-03T02:04:27+09:00,172.16.7.163,10.0.1.10,443,HTTPS,GET,/api/projects/dev/sprints,304,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2259,dev_020
2026-04-03T02:04:30+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/health,200,kube-probe/1.28,139,-
2026-04-03T02:04:42+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/ping,200,kube-probe/1.28,114,-
2026-04-03T02:04:46+09:00,213.193.238.126,10.0.1.10,80,HTTP,GET,/static/js/chunk-456.js,304,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",24916,-
2026-04-03T02:04:46+09:00,69.242.24.45,10.0.1.10,80,HTTP,GET,/static/js/chunk-123.js,200,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",3645,-
2026-04-03T02:04:54+09:00,172.16.7.236,10.0.1.10,443,HTTPS,GET,/api/git/repos/mobile/commits,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",10914,dev_015
2026-04-03T02:04:55+09:00,172.16.9.62,10.0.1.10,443,HTTPS,GET,/api/git/repos/backend/pull-requests,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",8448,dev_028
2026-04-03T02:04:56+09:00,172.16.8.136,10.0.1.10,443,HTTPS,POST,/api/deployments/production,200,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",12847,dev_009
2026-04-03T02:04:57+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/health,200,kube-probe/1.28,58,-
2026-04-03T02:05:10+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/ping,200,kube-probe/1.28,67,-
2026-04-03T02:05:24+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/health,200,kube-probe/1.28,81,-
2026-04-03T02:05:26+09:00,10.0.18.142,10.0.1.10,443,HTTPS,POST,/api/projects/list,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0",14590,emp_0059
2026-04-03T02:05:31+09:00,10.0.15.150,10.0.1.10,443,HTTPS,GET,/api/auth/refresh,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0",16780,emp_0127
2026-04-03T02:05:37+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/ping,200,kube-probe/1.28,50,-
2026-04-03T02:05:49+09:00,10.0.7.21,10.0.1.10,443,HTTPS,POST,/api/projects/2/settings,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",15162,emp_0088
2026-04-03T02:05:49+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/health,200,kube-probe/1.28,77,-
2026-04-03T02:05:53+09:00,172.16.9.236,10.0.1.10,443,HTTPS,PUT,/api/monitoring/alerts,304,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1627,dev_009
2026-04-03T02:05:54+09:00,172.16.8.136,10.0.1.10,443,HTTPS,GET,/api/monitoring/alerts,201,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",13928,dev_009
2026-04-03T02:05:58+09:00,10.0.32.57,10.0.1.10,443,HTTPS,GET,/api/auth/refresh,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0",19421,emp_0122
2026-04-03T02:06:04+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/ping,200,kube-probe/1.28,78,-
2026-04-03T02:06:10+09:00,192.135.68.65,10.0.1.10,443,HTTPS,GET,/static/images/icons/sprite.svg,200,"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)",34045,-
2026-04-03T02:06:10+09:00,10.0.7.21,10.0.1.10,443,HTTPS,GET,/api/teams/my,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",22585,emp_0088
2026-04-03T02:06:11+09:00,172.16.7.236,10.0.1.10,443,HTTPS,POST,/api/deployments/production,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",11400,dev_015
2026-04-03T02:06:13+09:00,190.218.73.133,10.0.1.10,443,HTTPS,GET,/static/images/hero.webp,200,"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)",173808,-
2026-04-03T02:06:16+09:00,10.0.31.32,10.0.1.10,443,HTTPS,POST,/api/projects/list,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0",4491,emp_0096
2026-04-03T02:06:17+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/health,200,kube-probe/1.28,102,-
2026-04-03T02:06:17+09:00,10.0.31.235,10.0.1.10,443,HTTPS,GET,/api/auth/refresh,201,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",15148,emp_0064
2026-04-03T02:06:19+09:00,10.0.17.248,10.0.1.10,443,HTTPS,GET,/api/profile/settings,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",15997,emp_0106
2026-04-03T02:06:33+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/ping,200,kube-probe/1.28,129,-
2026-04-03T02:06:37+09:00,10.0.31.32,10.0.1.10,443,HTTPS,GET,/api/reports/weekly,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",3427,emp_0066
2026-04-03T02:06:41+09:00,10.0.38.54,10.0.1.10,443,HTTPS,PUT,/api/auth/session,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",22433,emp_0084
2026-04-03T02:06:45+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/health,200,kube-probe/1.28,122,-
2026-04-03T02:06:47+09:00,10.0.35.63,10.0.1.10,443,HTTPS,DELETE,/api/calendar/upcoming,400,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",2609,emp_0097
2026-04-03T02:06:48+09:00,10.0.18.142,10.0.1.10,443,HTTPS,DELETE,/api/projects/3/tasks,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",11604,emp_0057
2026-04-03T02:06:49+09:00,10.0.14.152,10.0.1.10,443,HTTPS,PUT,/api/search?q=project+status,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0",922,emp_0179
2026-04-03T02:06:49+09:00,10.0.33.229,10.0.1.10,443,HTTPS,GET,/api/profile/settings,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",22595,emp_0091
2026-04-03T02:06:57+09:00,54.65.222.96,10.0.1.10,80,HTTP,GET,/favicon.ico,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",34112,-
2026-04-03T02:07:00+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/ping,200,kube-probe/1.28,52,-
2026-04-03T02:07:03+09:00,172.16.7.76,10.0.1.10,443,HTTPS,PUT,/api/artifacts/download/build-142,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",13337,dev_013
2026-04-03T02:07:04+09:00,10.0.24.204,10.0.1.10,443,HTTPS,PUT,/api/projects/2/tasks,400,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",17213,emp_0020
2026-04-03T02:07:05+09:00,10.0.22.150,10.0.1.10,443,HTTPS,GET,/api/search?q=quarterly+report,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0",1030,emp_0178
2026-04-03T02:07:13+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/health,200,kube-probe/1.28,109,-
2026-04-03T02:07:17+09:00,172.16.2.113,10.0.1.10,443,HTTPS,POST,/api/ci/pipelines,304,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",10994,dev_015
2026-04-03T02:07:24+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/ping,200,kube-probe/1.28,136,-
2026-04-03T02:07:31+09:00,78.98.154.106,10.0.1.10,443,HTTPS,GET,/static/js/chunk-456.js,304,"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)",35205,-
2026-04-03T02:07:36+09:00,10.0.17.218,10.0.1.10,443,HTTPS,DELETE,/api/teams/1/members,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0",6981,emp_0031
2026-04-03T02:07:40+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/health,200,kube-probe/1.28,105,-
2026-04-03T02:07:50+09:00,10.0.32.198,10.0.1.10,443,HTTPS,PUT,/api/auth/session,304,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",22019,emp_0085
2026-04-03T02:07:53+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/ping,200,kube-probe/1.28,59,-
2026-04-03T02:07:56+09:00,79.239.104.174,10.0.1.10,80,HTTP,GET,/static/js/main.bundle.js,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",135510,-
2026-04-03T02:07:56+09:00,10.0.26.33,10.0.1.10,443,HTTPS,DELETE,/api/teams/my,201,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",5878,emp_0069
2026-04-03T02:08:05+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/health,200,kube-probe/1.28,96,-
2026-04-03T02:08:07+09:00,95.241.97.53,10.0.1.10,80,HTTP,GET,/static/css/theme.css,304,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",219710,-
2026-04-03T02:08:19+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/ping,200,kube-probe/1.28,120,-
2026-04-03T02:08:20+09:00,10.0.49.205,10.0.1.10,443,HTTPS,GET,/api/teams/1/members,400,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0",21048,emp_0139
2026-04-03T02:08:23+09:00,172.16.6.245,10.0.1.10,443,HTTPS,POST,/api/projects/dev/releases,200,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1483,dev_014
2026-04-03T02:08:26+09:00,172.16.8.136,10.0.1.10,443,HTTPS,GET,/api/deployments/production,304,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",13176,dev_009
2026-04-03T02:08:27+09:00,10.0.10.225,10.0.1.10,443,HTTPS,POST,/api/files/recent,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2812,emp_0156
2026-04-03T02:08:29+09:00,109.220.55.34,10.0.1.10,80,HTTP,GET,/favicon.ico,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",76275,-
2026-04-03T02:08:29+09:00,213.167.126.19,10.0.1.10,80,HTTP,GET,/static/js/chunk-456.js,304,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",52978,-
2026-04-03T02:08:33+09:00,10.0.0.1,10.0.1.10,80,HTTP,GET,/health,200,kube-probe/1.28,124,-
2026-04-03T02:08:33+09:00,192.135.68.65,10.0.1.10,80,HTTP,GET,/static/js/chunk-456.js,304,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",52120,-
2026-04-03T02:08:43+09:00,172.16.9.62,10.0.1.10,443,HTTPS,PUT,/api/projects/dev/board,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",4091,dev_028
